Date,Cement,Banking and Finance,Automobile,Telecommunications,Energy,Pharmaceuticals,Pharmaceuticals,Banking and Finance,Automobile,Metals and Mining,Consumer Goods,Banking and Finance,Telecommunications,Consumer Goods,Automobile,Consumer Goods,Utilities,Energy,Utilities,Cement,Pharmaceuticals,Utilities,Metals and Mining,,Information Technology,Cement,Metals and Mining,Information Technology
1/17/2020,-37.03956422,18.36193065,-5.383703178,280.0700534,74.75097127,20.36241156,191.3240425,136.6135321,-22.46351153,24.21886563,-59.71097929,62.78985979,-99.7298845,-21.10282883,17.26488464,-52.5614149,-22.64900539,16.91582189,-45.0631858,-44.9756477,-27.1705659,-55.9195066,-45.56180185,5.256135767,-10.87343515,-22.9279029,-20.61772833,-53.00845363
1/20/2020,-11.40321328,39.04883587,34.35928725,-26.8378448,4.928804579,-40.81893236,-21.69907002,31.08749821,-30.01837597,-54.1649564,-16.619769,4.62734174,60445.44413,8.500794667,-45.67638777,-28.6610857,56.43521709,88.12529616,950.1017513,-18.79091496,-12.18619987,30.70933303,28.32255748,77.30857629,63.76077516,-43.43327363,-16.53868353,-53.90806841
1/21/2020,80.23564631,-22.80119329,-40.98765162,43.93959935,-28.10013815,20.04066513,-34.74591094,-32.43529643,77.49250656,12.62644039,-9.573076408,-29.65554899,97.9255592,19.32788385,8.516580519,-8.015122873,-51.66098923,-59.65739012,-64.96823938,12.22041403,-8.888892036,-25.45354312,55.18365776,-67.28925455,-39.69810599,38.79260486,31.92894547,-20.99154189
1/22/2020,20.2768172,61.61137176,24.85467407,-68.88823324,-11.16792319,64.30872828,-1.925064735,22.57958129,-38.97898405,39.93708635,31.0892,30.04463424,-53.05883903,-20.02024852,136.9018056,-12.06329634,276.4197032,263.8092222,228.5544505,-5.227303386,32.60212826,41.94089703,-32.2878721,-6.794291059,22.03246007,26.93441818,47.92433132,125.5009808
1/23/2020,23.18767849,54.96420134,-4.830343916,-22.24675467,49.19655418,142.9617839,-23.87111065,-37.34360973,-9.057390282,-11.2971852,-27.98623634,-2.659349289,15.04870482,-20.04572747,-43.78993452,-22.94928722,17.55880566,-10.71758345,298.0823915,-45.97893388,-45.03536186,-4.44735595,-6.031593396,16.69855882,69.33193312,11.58316734,-22.03909053,-50.1078689
1/24/2020,-23.9612186,-53.77914444,-18.08925248,51.04820153,-29.28747559,-53.08631132,-36.0043457,2.805093788,64.73567926,3.401939439,29.23319638,4.633734383,-54.1247462,11.13385097,9.569745777,18.13070157,-56.57448262,-47.06545755,-92.85511301,105.6386272,14.78723331,-28.21163043,3.90429471,-36.25529382,17.11372777,430.4857646,-33.71394244,0.838940811
1/27/2020,-17.99514967,-3.88885803,46.90585394,-50.23306261,12.16712445,115.5623081,1417.919987,59.64284591,72.72912698,38.13809468,-53.08029679,113.6984544,-13.45194486,0.525428727,-11.2391846,-38.05893506,-43.44983235,8.10751422,-49.14510847,13.09821257,63.98722996,20.68024137,73.27755299,17.40683477,-50.27604774,-50.23262569,66.712606,-3.348186234
1/28/2020,75.43492231,-14.54345405,-22.19488077,167.1446326,72.36063657,-38.58076325,-44.38705853,-28.99319122,0.777357919,-20.57886602,80.99936643,-37.06487843,80.53650431,113.2748227,181.6803309,69.33550156,116.6748282,-3.864933125,11.69546521,-61.98487552,168.6921856,6.209071785,38.97336744,12.51842198,28.16241156,-32.8050098,67.99080245,29.19170703
1/29/2020,-33.05219684,1.895393453,1.649679565,-36.7405556,-6.262512599,-51.63994229,-39.65939688,2.8048581,-12.98856775,42.33571135,12.40341702,-31.68947485,-19.33961309,40.36781555,-37.98177458,20.98405107,52.55098478,34.03038681,91.83549435,2.726866339,-67.28447217,-32.1475015,-38.48648395,32.34246918,70.25031775,-16.33551974,-43.831408,-6.155470908
1/30/2020,-12.86881297,-24.34394862,884.1689725,-23.45317901,-23.6443029,59.26392382,-51.53624056,-12.1578434,1.363552631,-4.345150714,9.08312372,-12.69149415,19.45719353,-49.22180131,-42.15502191,-26.45717576,0.236369935,35.85470168,49.91987162,33.3043226,12.31954075,187.1684388,32.21652661,-9.025382343,-2.785349393,-29.05354896,23.97624015,7.122102231
1/31/2020,-2.184770047,38.14509456,-52.46879101,19.67902075,27.55332507,-21.0443456,-0.746368416,-7.709026036,-27.93833065,-30.04318585,102.6552109,13.78041285,-31.66969337,77.56027935,50.03004279,26.23592652,247.897091,294.2736349,142.5008786,41.68117519,7.774555224,-47.50683579,-26.70819497,56.64131762,23.5728367,6.936436715,-10.52466529,158.6136677
2/3/2020,38.71388931,38.93173336,-19.27697118,-17.12469749,35.3413062,-22.62258372,-22.8950893,16.9860125,162.2269144,27.80213822,107.8139291,38.29541279,-28.48149411,332.1894702,16.29535005,241.5849386,-76.92204359,-77.87247544,-74.48003712,-26.37379517,7.333888885,-37.18352526,51.20159028,43.83183009,9.785849261,18.98523127,-2.305917672,-23.80075907
2/4/2020,-6.690882845,-16.74055633,67.87962213,-3.721916099,-16.58829223,20.14122151,99.89771797,59.80490953,-21.25062679,20.27227314,-51.84795573,-21.08306681,-30.7863851,-55.15815896,-3.683212093,-42.86387373,-34.55928319,-8.396876708,-12.99452632,141.4593439,20.22996543,67.99097982,-17.86561858,-25.77654787,-47.3900364,-27.89626572,-16.74775118,-25.2154269
2/5/2020,6.34253602,-17.39006673,-58.18015455,109.2480387,92.77251333,79.10653615,-7.158357096,-13.76716791,83.35582137,-19.75520131,-21.62147195,5.629459873,49.78831239,-40.57895686,-26.18094319,-50.59871495,9.521782351,-32.83728148,2.413975233,40.86402419,-21.08445513,-51.11883039,20.39928277,-30.49055677,-9.32311665,34.66549323,52.18452594,22.46135247
2/6/2020,-10.77462152,20.7163646,-20.48589582,-43.94262854,-25.68669661,95.71224305,-48.49225447,-34.36680143,-25.00463945,-0.83831983,-14.01587989,-18.5578568,-8.725576077,28.86557091,21.88272889,28.81709586,11.06702,-5.269867006,-36.9386639,-44.90362351,102.4280854,-11.08585234,3.794718301,8.229458841,-3.732701819,-26.07194945,-9.062421933,-21.14264542
2/7/2020,-45.16704963,-12.3492976,-11.57795254,-47.80156268,-59.84489731,-10.29170049,8.669690497,-42.37650232,65.97437025,-5.049962675,-30.25567615,-45.75910428,2.383947184,-37.44324916,-26.25286338,-44.10803952,55.63485262,99.21046384,96.80866631,-57.69273588,-4.427901548,-8.692233544,-30.09806029,-21.08368544,-10.05486414,42.0304658,-38.54361595,-9.707682552
2/10/2020,-11.37827284,-44.14385791,-15.09265491,-4.431167275,-1.924600118,-44.29419844,-44.77265042,35.27847326,-64.97744814,-22.82601748,53.04123098,51.08868118,-25.31918321,-43.8676324,-8.058202517,47.97014997,71.50674293,49.80227727,68.73983256,119.3013618,-50.84774772,8.979380604,130.0107924,14.37956996,-21.35815686,-50.40830556,3.709927282,-18.13784466
2/11/2020,156.2269901,66.45645476,-28.96558155,-22.72532541,-10.22877377,-46.882681,107.0752212,25.96235464,-28.33497537,39.84731356,-44.05815892,-10.3102707,61.55834555,209.8948186,25.15894121,19.7160111,-33.82212336,-34.70646175,6.513429811,-71.9462443,28.70804994,-12.42584649,-37.21323756,-43.9445211,4.070535073,9.109679794,-9.394722598,20.8638705
2/12/2020,-31.681823,-21.09723889,25.92946427,-22.07339493,-4.961483311,-10.92812486,-7.101897717,-45.77070518,-31.23056406,40.50481953,511.3554108,24.75003451,114.9208248,-66.68739781,-19.3492653,75.88411725,-34.66461079,-37.6833951,-49.51114162,70.50898204,-5.190716692,29.61664551,-29.94770503,21.30429249,21.92164938,9.232554453,2.119345712,25.23852603
2/13/2020,-61.23656785,-18.7181202,-22.3894902,11.0083416,7.070891183,21.26275001,201.9283088,44.68468211,10.00333537,-36.57135221,-37.92961769,-34.214925,-66.00381653,-7.808748143,20.65606209,17.22101216,52.81270405,35.61307975,13.38968548,-4.960491659,-11.6085475,61.80329705,-15.44764072,1.57620894,24.63741301,-42.40861464,-26.50078974,-29.37489033
2/14/2020,170.4706534,22.32431704,42.36412952,554.870396,185.0869232,-11.08452306,-58.83855681,61.20096926,55.25139893,-43.40253664,-41.40974449,56.6953589,245.6502743,50.02180128,-14.97713536,9.574946438,13.98569899,50.51731512,28.25189162,193.0979875,-27.06957121,7.048898674,-4.820806282,-8.860121948,23.307023,256.7511917,-7.106322289,-25.05893485
2/17/2020,-56.11103694,-30.53671812,-29.24524346,-37.75120414,-60.83080161,152.4706025,-9.34290477,-30.88169278,2.424227249,-8.271809501,-17.80579192,-46.09943847,136.2527553,13.32873618,-24.60905671,-15.64197263,-7.092181615,37.6124957,-25.85050209,-67.06364394,-8.282006355,-27.80718363,2.529811593,18.30586322,-62.9812547,-46.65557419,33.76399307,-43.76273972
2/18/2020,186.8058612,21.98677805,24.84128807,-6.375125218,32.29130475,-46.44444328,8.851014811,3.707647924,2.624631173,133.989951,-15.92327415,104.256442,-21.14551105,34.52594286,79.19999655,-35.60749134,55.65807007,-2.97560307,74.75591235,172.1667806,59.50306972,-1.384591509,18.27970136,40.09068452,90.06186596,43.71627657,55.80456831,23.0756609
2/19/2020,-59.30789028,-16.16007433,-34.55529381,1.017947499,-9.662485746,-3.840368473,-56.71985729,-4.908750174,-13.11756572,-47.04685819,8.805839587,-45.3193346,58.05029294,-56.74889505,24.46928894,5.540310844,-47.9509166,-38.70426755,-27.74020711,293.0106987,41.15646567,41.59384293,-26.40586249,-29.19126724,-41.51307787,-24.53897761,-33.17504766,42.53003863
2/20/2020,134.6405922,72.19222659,16.10769593,-27.5174002,-18.86293977,29.19748801,206.2961159,11.09784516,21.48241671,43.78241792,19.65102323,56.11397855,-5.778382765,72.20986994,-33.98904578,-30.80842105,9.636152555,30.1375165,16.10631131,-79.51485408,-32.31508539,209.2069227,53.33809641,31.62889535,20.90525404,7.583827404,27.32925343,18.78716287
2/24/2020,107.6879469,-12.48858641,95.05378443,-38.57339821,41.48441749,-15.71057897,-32.00215043,48.94783202,-8.792354592,136.6552261,-9.386364922,24.66951898,-28.97989173,6.420893274,59.90113009,1.192721962,-42.17660156,-28.93173855,-42.4052441,-8.481766853,216.6727867,-60.39983557,34.99862907,33.47026123,173.6312547,-7.444552849,101.733948,66.06768084
2/25/2020,-22.63792476,-17.74890816,5.592298854,-0.307411141,-10.8120191,-5.111569555,59.24275036,-16.18415262,6.638680726,-27.19773254,58.77246327,-11.79280728,-11.86644399,-7.716803967,-11.58651793,36.68290336,-5.232136341,-9.483314689,19.34112042,30.75874293,-20.66217555,-19.64757151,-16.92028747,-13.52494781,-14.99785436,4.950151463,-35.63039087,-28.17138111
2/26/2020,-1.829204018,31.68832142,-15.53026641,93.43990625,31.21178597,230.9346826,-23.86129445,-0.517719138,12.78017359,57.60099039,29.43745522,5.360102684,-45.71163946,16.68933509,63.82453257,28.513133,39.18950109,-11.30164803,-3.895969704,-8.842083312,20.8498363,212.8239524,-1.974629239,0.458952795,-10.77393925,59.84416992,0.098940461,57.88663547
2/27/2020,-37.80717381,24.24490768,-6.474975145,-39.98946053,-15.95991744,-36.68261719,22.73078543,49.51442606,12.47032125,-54.56882101,-15.51547328,67.14425215,21.11107285,-3.347506665,-5.57214415,-22.80060596,50.75732739,82.90864571,66.37032632,128.7903918,24.84307108,-17.21850616,-28.3400625,-12.57390647,-13.78426453,-42.58351401,6.814625291,21.84721123
2/28/2020,103.8201605,85.2750231,122.1368477,48.79143169,0.16999055,-17.774165,77.45644718,17.70971021,71.8719616,83.26368264,56.830426,24.40762234,0.419272664,88.91968799,-1.595410064,55.95849178,13.64872042,2.702126512,-1.619394256,13.74987501,-44.34516874,30.77978538,139.8975532,82.97463475,212.3736219,42.09591041,267.7048856,15.83160976
3/2/2020,-32.18414409,-15.67107417,38.47285628,-40.37994389,28.07891384,-17.62352485,-46.45243609,-39.68303285,-35.71466964,-18.47063412,-55.50716253,-12.51104338,-38.24447262,-43.11696568,-16.95749648,-16.66346776,-39.2338046,-19.64055309,-30.24155583,-36.2008153,-18.05803149,-25.69502663,-17.57669406,-37.94721173,-36.49453197,-27.76056749,-42.93738634,2.285948845
3/3/2020,-12.30370317,-19.17236548,13.88637949,4.629944591,-26.93731207,58.25876738,18.81205941,52.53805379,39.89835815,90.85982066,2.683184398,-31.35293336,29.84213591,-3.300815639,-30.38005713,-20.35280469,10.11669975,-1.409112897,-17.91560335,-50.50720769,109.3039226,-34.09293193,-7.773387683,3.393566588,-42.69025256,59.93582047,12.96113917,-10.28518906
3/4/2020,-22.16709681,32.18907239,-34.64812775,71.02474132,35.40702926,69.7735086,73.54007272,53.28368251,-42.21344603,-44.70801818,-13.53394009,11.29826678,-32.13346875,54.13960428,6.495650607,19.64079167,-0.574562069,-4.564775653,5.6108415,54.58468177,82.17591244,-29.78463483,22.99442547,17.38539338,23.82036977,23.9080217,4.456191223,-12.66036524
3/5/2020,-31.81940896,-29.01301139,-59.70527379,-20.59858232,-25.9206364,3.651193893,-42.94050052,-42.98526606,-7.888382571,2.189053276,49.92268507,-23.81662378,57.1672033,-27.61036371,-28.58452386,-23.83024053,-32.26868225,-28.87419213,-42.64641778,-1.965198208,-62.55450261,39.9203608,-36.22368396,21.62661623,-20.79972743,-40.00428789,-31.75736746,-34.24831868
3/6/2020,7.172415564,23.42239366,71.39560957,-33.747686,37.65741656,-69.74145911,7.664414358,17.92281501,-32.53860965,-9.439370757,9.098165354,86.09197268,0.160866876,33.6492838,76.64994976,1.318603831,16.87662834,8.957313803,47.93196905,-21.3869116,-34.16170594,-30.55312322,1.502002807,-34.08711992,-5.738814408,30.01072049,-37.46526977,-1.228466079
3/9/2020,51.10213896,10.54136192,7.284816457,64.81953262,404.9240515,2.415859837,-11.31227507,49.3070096,39.10643249,-5.578419721,0.23005436,35.46511349,104.5540744,-18.57013678,-5.159878306,43.46494688,250.1192675,386.199401,384.3402617,83.89706741,102.3079377,50.04922779,37.53958395,90.40167983,71.03326711,0.433462114,135.4762132,197.5552801
3/11/2020,-9.124456588,-23.12256332,-9.18219242,36.62973879,-62.94026853,77.94663222,17.08645126,3.247039054,118.9326576,-8.223505775,15.15062866,-26.19351884,4.064668436,28.27247621,-13.40082992,0.038808577,-39.99016529,-26.64875044,-38.79466743,-19.52540542,-30.6003006,8.096996493,40.49886848,37.55279069,34.91219393,31.90206158,-14.26622314,-29.73215102
3/12/2020,125.6049323,166.4751308,24.50769648,-32.38436961,19.32581225,6.057280141,-33.46063477,66.02051762,21.68531209,64.48617599,27.75171065,63.63323972,2.838567894,86.14798273,43.6416589,80.11993664,66.0838598,19.78249732,37.11688212,60.80606324,27.77977665,222.111845,52.53661972,28.43156772,-17.92548288,27.85283853,16.78126829,-12.27613075
3/13/2020,-50.4675868,-12.83674785,10.50246648,67.60510064,44.40103101,8.168720673,26.74952663,12.44321727,-47.32365193,-3.524959203,0.307868635,32.20696923,-53.17136621,18.35327734,9.973595133,17.38892429,4.88682504,-4.052519751,-23.62377065,-19.85909615,35.49476074,-13.87834722,-22.67842578,-8.008742567,19.92984312,38.99245231,15.94650558,21.17413492
3/16/2020,35.06696239,-15.84548877,9.063644546,-38.41801725,-34.4516733,-11.51878884,-4.356239237,-51.78597796,-25.45156174,33.92176441,-19.58955941,-48.09033276,-27.79056084,-46.00659311,-36.94035623,-15.43918661,-30.04724239,-31.78891122,-11.09082512,91.00989371,-8.367808603,-69.26890187,-30.24680955,-2.309532586,42.72879339,-29.22948396,-25.03361859,-14.12267361
3/17/2020,26.53701925,-4.421655881,-31.59756717,-15.44271557,-41.01750316,-44.58027773,-0.665585104,33.42214838,40.06266497,-43.55077153,26.57810498,35.59508299,178.4371266,43.30962345,32.70024384,-20.00108485,-38.69683293,-6.235107183,-10.60849901,-50.9212784,-10.88859497,-15.77373274,-12.50363369,-27.16661625,-48.71082572,-42.23950125,-2.810715473,8.697554929
3/18/2020,-16.6645397,76.00862226,-9.862277766,132.3306679,3.907921708,40.49879686,-6.780294256,43.35974469,-9.573807549,4.213187543,4.78546944,29.57609939,53.78231563,5.425903534,-21.41421236,20.30850944,317.3666382,281.1759227,238.1454688,631.7774873,-4.349926613,35.84736437,-9.11094489,27.05168759,6.443505482,40.2446813,-6.893538281,4.581575892
3/19/2020,95.09717984,-8.269404648,70.10753449,-18.14916381,34.36929993,-30.33872989,10.80025421,9.870060848,14.15295842,-4.426528374,30.27394059,-5.255390039,-43.2775048,78.62759537,162.4380647,0.839744132,-61.82151995,-65.60342243,-63.27234586,-70.94331366,-29.28309958,-10.34018431,-0.267358542,-29.25653602,38.97803908,-0.052370592,2.458210844,-5.913879608
3/20/2020,28.2603809,-7.459274527,-28.90467877,-17.7300566,-25.67809674,61.25123928,60.66223509,31.86164937,-2.491333708,20.39300446,-16.54092262,52.86593441,-36.46493554,-30.92204129,-36.79723193,-4.55730986,72.83574746,110.2246012,198.5615885,-15.72097026,21.79774228,12.1182607,-7.553767948,66.45205917,28.0797064,4.47446292,-4.936267185,69.60933449
3/23/2020,-68.07745953,22.29341564,10.97585593,-24.55382308,-8.301460874,16.71441633,-38.03859714,-43.27798683,-39.69069308,4.756335644,-15.93445345,-35.84438502,-19.12164837,-17.16752908,-5.115165074,-4.39087471,-35.63452435,-71.99973813,-69.83279178,-41.57626037,-24.56786383,-40.27246471,-30.0868639,-18.06385916,-53.88421961,7.0458981,-24.23755206,-47.23890216
3/24/2020,-14.23315725,34.7101552,51.86689147,-13.14468726,4.473969811,20.74834157,10.88863142,21.44186778,98.29337126,15.44844084,61.92037705,19.3913605,-9.424391684,2.336070913,13.99940599,32.02213069,-63.50163358,7.625795314,6.648656107,14.65397519,-20.08156228,52.68127323,6.846053544,-9.318568314,40.15142126,25.07921957,35.78508667,12.50632183
3/25/2020,79.06437235,2.589628841,-49.92330332,8.845737432,-23.62408609,-3.468786769,-23.28462144,-22.64960347,-30.98679527,-53.24336901,-31.60067061,-1.990237397,-54.43992492,18.93939573,-1.008456675,-23.17458354,19.86341047,-26.20337409,-44.89826974,-41.39174696,-3.654334141,-49.58662891,-26.96284621,-56.45443573,-10.23664753,-20.87194915,-2.349032625,11.56342769
3/26/2020,107.6899182,21.11319902,63.17797554,58.25071605,-15.36501653,-33.14760736,-22.01767125,20.78238602,40.9528861,39.82408173,-19.13338543,14.47130024,11.12629097,-6.499421543,-22.56060351,3.332293355,142.58023,62.2745808,8.663885705,57.96391334,89.01405823,89.84568333,21.72022812,64.7454005,63.19405328,6.540444552,-0.763881326,-23.84462228
3/27/2020,-46.51488631,12.81693909,-5.122609028,-26.56269021,-3.731082646,50.80288263,25.44511303,-3.168162715,4.59923842,-16.83530397,-8.836185086,-4.311126614,-26.22375367,-44.157158,0.047729773,-14.65832944,-1.536731599,-28.35087209,14.03376035,-16.59855345,-33.63474658,-10.47256335,-2.699177898,-4.934453334,-21.86893904,-49.41625471,-11.70810008,32.07971748
3/30/2020,-16.81277853,-13.04857673,-50.67917368,-37.65739985,12.42535031,39.39917089,43.52248287,-28.90779655,-17.42453047,8.859048649,-3.735978944,-49.84238232,-22.41349027,-13.8377161,14.08483933,14.96541964,-56.68150808,-1.107120391,-22.5712074,9.121675215,50.39429268,-8.953818088,41.75873158,96.5609697,-11.42521659,7.720396342,-32.78262028,-45.80909515
3/31/2020,-38.416506,-43.92792371,64.782063,67.07388826,142.1379031,4.58573765,-12.83861485,-10.33234727,16.42560968,56.03923294,-0.011994564,26.58621418,96.32671367,51.6008199,40.06192076,-8.71147069,66.00243665,39.3611706,11.06308359,-17.57608064,-14.54381825,-22.61873999,-0.422033414,-53.86654939,-11.72997752,25.54043061,153.3918266,44.72441254
4/1/2020,-31.86055112,-19.89931446,14.0204853,-43.45127512,-23.85967154,-32.9100687,-29.09112486,-17.34563643,12.71133083,-40.41062286,-1.233167774,-28.38947248,10.48507134,-57.4438504,-38.1457682,-30.6694795,-49.26284088,-52.31505839,-42.9027341,-4.09195132,-32.66964646,-19.74625085,-24.21016832,25.82459537,12.63447152,-38.71439442,-47.70757237,-6.967182691
4/3/2020,38.98770503,48.92042208,-20.41085936,49.47223729,13.67767137,182.9020732,65.06357562,20.24765128,-2.968829574,-11.3689446,48.54023569,72.97604859,4.91025782,246.5303713,30.28805552,49.61415396,27.55062327,81.6804447,48.54500334,58.80994708,325.9885509,88.47272427,4.696242703,16.05646679,41.60102585,3.983226365,3.805241026,33.12997156
4/7/2020,77.66721771,16.39957437,54.55514672,7.865026202,-26.03392389,16.40076525,101.7221151,72.62588481,-13.70605988,187.7002125,106.4841963,0.583958704,-32.08669266,-42.54801325,55.85340513,29.41931899,160.4380815,-22.07306419,17.44527257,18.74292331,3.939072021,14.81902721,27.38123663,-5.366559676,-39.37657964,59.22047802,88.78552995,-27.26464414
4/8/2020,56.87941488,35.00983101,-21.40304732,-12.30720468,-13.35219809,-6.656333203,6.535721617,-6.941074151,0.159839011,2.486562941,15.06146686,28.21703327,10.1010307,3.993763212,4.116589266,0.625351862,-20.160622,-1.376031762,-13.17893887,33.00898285,-6.281977198,9.17512179,28.06564332,15.80885909,16.45219724,0.121847693,7.999193277,7.450133652
4/9/2020,-15.2847748,-32.09588798,112.7458897,-12.29168058,-13.63282909,39.84089792,-22.25588204,-20.92198786,75.54922805,-38.32032592,-51.28538372,-29.08124285,-16.57421101,13.48703959,35.29388856,-16.47728874,-75.51436594,-37.13211247,-27.34231915,-24.25010183,14.57011488,-49.43472133,-32.19657766,-15.56280491,43.85888945,-22.5486759,-15.77590794,-32.55339889
4/13/2020,42.17131649,-24.17503063,-63.41505271,104.1034657,-37.50082314,-43.09017871,18.43267705,-23.16633191,-35.41036786,55.6474897,-31.87621225,-40.88595079,589.6193243,-58.37336512,-42.10534377,-60.04635966,256.8487618,16.14850003,-4.526834856,-6.784035791,-4.245438934,-26.27949916,11.94243956,-43.6552796,-35.3956506,120.7924306,-9.933146836,78.69780239
4/15/2020,-21.05315238,44.51882906,50.76900981,7.620099123,27.1442862,4.714251448,-25.71825822,69.73668525,-1.497438499,95.88657224,807.3724647,58.52109379,-11.79828312,176.6694738,-4.458807044,87.65484217,-27.47100686,-0.003590023,69.44658322,45.14912028,6.551013421,65.77625628,35.34041962,59.22078973,65.23277107,11.98288031,16.39036391,82.90793174
4/16/2020,-31.45132936,-12.35783225,-4.277273879,-33.7784243,-6.088297773,-21.57090075,-15.02813442,-7.113564638,-5.474615381,-58.35967965,-81.72580646,14.9834094,-43.18278663,-44.83898308,-16.34504151,45.09670328,-13.47640239,9.692998513,23.3710245,-10.47707618,-47.91292122,14.69214163,-17.83055842,31.17012458,10.8488354,-50.21730803,24.89410301,91.50995281
4/17/2020,-45.43100209,12.95915415,-26.89022428,-5.578967983,-25.27407157,-34.69684128,23.81286331,3.767688714,-8.647248434,-23.16383538,-15.72510742,22.14890434,33.19749603,-1.523672498,25.15356681,-17.04128644,-18.71372697,-40.50326392,-40.49483743,-33.60384277,16.77861497,24.97165402,1.412127384,58.44641282,54.81988558,25.59770476,-44.61384255,-69.5421016
4/20/2020,-27.6419314,-11.85021336,-38.06899967,-28.86011696,40.49041589,-29.47943161,-17.41843451,18.51983329,72.56066976,25.82731438,-34.25875194,-19.12288689,-48.95392465,34.11228255,-29.07539872,-27.80676132,3.944838904,7.81155602,30.43073446,-35.7194437,-9.512542731,108.5129152,-31.62306795,-67.2156424,-58.03310145,-49.54229853,10.25804762,22.63040936
4/21/2020,-11.64863674,-20.37658667,64.29301302,35.01890204,-17.20776978,147.1223585,90.01148259,-49.90712634,-27.95820522,25.04115371,8.108719217,-10.19975977,-8.113725253,-34.75709162,18.50837166,-1.067331376,-14.47904895,75.85816544,-42.4418327,-10.18535855,67.78429899,-52.6837582,41.50377552,57.89444321,-35.14508842,36.36833064,32.49029318,11.62493969
